ec,lec,total_voters,total_ballots,local_ballots,distant_ballots,unused_ballots,in_mobile_boxes,in_stationary_boxes,spoiled_ballots,valid_ballots,lost_ballots,unaccounted_ballots,amosov,beglov,tikhonova,amosov_share,beglov_share,tikhonova_share,turnout(%)
tec20,1996,2512,2000,896,7,1097,7,896,11,892,0,0,93,657,142,10.299003322259136,72.75747508305648,15.725359911406422,35.947452229299365
tec20,1997,1936,1500,514,27,959,27,512,20,519,0,0,81,317,121,15.0278293135436,58.8126159554731,22.448979591836736,27.944214876033058
tec20,1998,2312,2000,624,17,1359,17,624,14,627,0,0,90,378,159,14.040561622464898,58.97035881435257,24.804992199687987,27.724913494809687
tec20,1999,2050,1500,589,10,901,10,589,10,589,0,0,79,382,128,13.18864774624374,63.77295492487479,21.368948247078464,29.21951219512195
tec20,2000,2744,2000,660,25,1315,25,658,29,654,0,0,84,465,105,12.298682284040996,68.08199121522695,15.373352855051245,24.963556851311953
tec20,2001,2640,2500,695,97,1708,97,695,22,770,0,0,84,531,155,10.606060606060606,67.04545454545455,19.570707070707073,30.0
tec20,2002,1477,1000,543,9,448,9,543,11,541,0,0,100,291,150,18.115942028985508,52.71739130434783,27.173913043478258,37.373053486797566
tec20,2003,2598,2000,724,0,1276,0,724,22,702,0,0,119,385,198,16.43646408839779,53.17679558011049,27.348066298342545,27.867590454195536
tec20,2004,2382,2000,845,9,1146,9,845,34,820,0,0,115,488,217,13.466042154566745,57.14285714285714,25.40983606557377,35.852225020990765
tec20,2005,2415,2000,970,4,1026,4,970,16,958,0,0,75,774,109,7.7002053388090355,79.46611909650923,11.190965092402463,40.33126293995859
tec20,2006,2552,2000,1018,2,980,2,1018,12,1008,0,0,106,702,200,10.392156862745098,68.82352941176471,19.607843137254903,39.96865203761755
tec20,2007,1865,1500,611,10,879,10,607,26,591,0,0,53,418,120,8.589951377633712,67.74716369529983,19.448946515397083,33.29758713136729
tec20,2008,2595,2000,865,6,1129,6,857,34,829,0,0,32,604,193,3.7079953650057935,69.98841251448435,22.363847045191193,33.5645472061657
tec20,2009,1971,1500,645,6,849,6,645,21,630,0,0,83,394,153,12.749615975422426,60.52227342549923,23.502304147465438,33.02891933028919
tec20,2010,2466,2000,836,21,1143,21,836,18,839,0,0,180,497,162,21.003500583430572,57.992998833138856,18.903150525087515,34.752635847526356
tec20,2011,3033,2500,808,5,1687,5,808,15,798,0,0,106,482,210,13.038130381303814,59.286592865928654,25.830258302583026,26.805143422354107
tec20,2012,2548,2000,719,2,1279,2,719,27,694,0,0,77,443,174,10.679611650485436,61.44244105409153,24.133148404993065,28.296703296703296
tec20,2013,2637,2000,844,3,1153,3,842,33,812,0,0,106,473,233,12.544378698224854,55.97633136094674,27.57396449704142,32.11983314372393
tec20,2014,3004,2500,765,2,1733,2,765,15,752,0,0,91,425,236,11.864406779661017,55.41069100391134,30.76923076923077,25.532623169107854
tec20,2015,2759,2500,663,39,1798,39,662,18,683,0,0,82,459,142,11.697574893009985,65.47788873038516,20.256776034236804,25.444001449800652
tec20,2016,2411,2000,705,7,1288,7,705,23,689,0,0,90,380,219,12.640449438202248,53.37078651685393,30.758426966292134,29.531314807133967
tec20,2017,2559,2000,846,6,1148,6,846,31,821,0,0,86,544,191,10.093896713615024,63.84976525821596,22.417840375586852,33.29425556858148
tec20,2018,2992,2500,924,8,1568,8,923,21,910,0,0,84,604,222,9.022556390977442,64.8764769065521,23.8453276047261,31.149732620320858
tec20,2019,2113,2000,363,69,1568,69,363,10,422,0,0,30,323,69,6.944444444444445,74.76851851851852,15.972222222222221,20.444865120681495
tec20,2020,2088,1500,599,16,885,16,599,16,599,0,0,112,362,125,18.211382113821138,58.86178861788618,20.32520325203252,29.454022988505745
tec20,2021,2028,1500,549,27,924,27,549,19,557,0,0,53,400,104,9.20138888888889,69.44444444444444,18.055555555555554,28.402366863905325
tec20,2022,2515,2000,913,9,1078,9,913,12,910,0,0,115,625,170,12.472885032537961,67.78741865509761,18.43817787418655,36.66003976143141
tec20,2023,198,198,112,73,13,73,112,3,182,0,0,13,144,25,7.027027027027027,77.83783783783784,13.513513513513514,93.43434343434343
tec21,826,2683,2500,629,6,1865,6,629,29,606,0,0,101,343,162,15.905511811023624,54.01574803149606,25.511811023622048,23.667536339918
tec21,827,1966,1500,445,14,1041,14,443,5,452,0,0,52,336,64,11.37855579868709,73.52297592997812,14.00437636761488,23.346897253306206
tec21,828,1903,1500,521,19,960,19,520,13,526,0,0,50,405,71,9.276437847866418,75.139146567718,13.172541743970315,28.37624802942722
tec21,829,2005,2000,507,17,1476,17,507,12,512,0,0,42,393,77,8.015267175572518,75.0,14.694656488549619,26.134663341645886
tec21,830,2028,2000,572,16,1412,16,571,13,574,0,0,68,421,85,11.584327086882453,71.7206132879046,14.480408858603067,28.994082840236686
tec21,831,2235,2000,571,10,1419,10,571,18,563,0,0,64,427,72,11.015490533562824,73.49397590361446,12.392426850258175,25.995525727069353
tec21,832,1995,1500,534,6,960,6,533,8,531,0,0,58,415,58,10.760667903525047,76.99443413729128,10.760667903525047,27.06766917293233
tec21,833,2051,2000,564,2,1434,2,564,13,553,0,0,60,426,67,10.60070671378092,75.26501766784452,11.837455830388691,27.59629449049244
tec21,834,1885,1500,513,10,977,10,511,15,506,0,0,39,401,66,7.485604606525912,76.96737044145874,12.667946257197697,27.74535809018568
tec21,835,2531,2500,655,10,1835,10,655,12,653,0,0,77,491,85,11.578947368421053,73.8345864661654,12.781954887218044,26.27419992097985
tec21,836,2256,2000,610,10,1380,10,610,18,602,0,0,71,447,84,11.451612903225806,72.09677419354838,13.548387096774196,27.482269503546096
tec21,837,2425,2000,533,6,1461,6,533,18,521,0,0,39,419,63,7.235621521335807,77.73654916512059,11.688311688311687,22.22680412371134
tec21,838,2166,2000,612,8,1380,8,610,20,598,0,0,69,442,87,11.165048543689322,71.52103559870551,14.077669902912621,28.624192059095105
tec21,839,2395,2000,645,9,1346,9,645,12,642,0,0,69,469,104,10.550458715596331,71.7125382262997,15.902140672782874,27.30688935281837
tec21,840,2302,2000,683,10,1307,10,683,22,671,0,0,86,481,104,12.40981240981241,69.40836940836941,15.007215007215008,30.104257167680277
tec21,841,2071,2000,620,9,1371,9,620,9,620,0,0,55,482,83,8.744038155802862,76.6295707472178,13.195548489666137,30.37180106228875
tec21,842,2239,2000,619,17,1364,17,617,14,620,0,0,92,429,99,14.511041009463725,67.66561514195584,15.615141955835963,28.40553818669049
tec21,843,1283,1000,293,8,699,8,293,11,290,0,0,26,228,36,8.637873754152823,75.74750830564784,11.960132890365449,23.460639127045983
tec21,844,2560,2500,713,8,1779,8,710,23,695,0,0,69,536,90,9.610027855153204,74.65181058495823,12.534818941504177,28.164062499999996
tec21,845,2385,2000,711,15,1274,15,711,20,706,0,0,69,553,84,9.50413223140496,76.17079889807162,11.570247933884298,30.440251572327043
tec21,846,2291,2000,599,14,1387,14,598,22,590,0,0,85,393,112,13.88888888888889,64.2156862745098,18.30065359477124,26.756874727193363
tec21,847,2301,2000,635,8,1357,8,635,18,625,0,0,71,455,99,11.04199066874028,70.76205287713842,15.396578538102643,27.94437201216862
tec21,848,1980,1500,458,11,1031,11,458,17,452,0,0,54,334,64,11.513859275053305,71.21535181236673,13.646055437100213,23.686868686868685
tec21,849,2284,2000,568,9,1423,9,568,10,567,0,0,64,396,107,11.091854419410744,68.63084922010398,18.544194107452338,25.262697022767078
tec21,850,2274,2000,570,9,1421,9,570,15,564,0,0,76,398,90,13.126079447322972,68.73920552677029,15.544041450777202,25.46174142480211
tec21,851,2184,2000,625,13,1362,13,625,13,625,0,0,71,452,102,11.128526645768025,70.84639498432603,15.987460815047022,29.212454212454215
tec21,852,2190,2000,487,13,1500,13,487,8,492,0,0,47,367,78,9.4,73.4,15.6,22.831050228310502
tec21,853,2176,2000,480,27,1493,27,480,10,497,0,0,62,371,64,12.22879684418146,73.17554240631164,12.6232741617357,23.299632352941178
tec21,854,2184,2000,564,23,1413,23,564,8,579,0,0,77,409,93,13.1175468483816,69.6763202725724,15.843270868824533,26.877289377289376
tec21,855,2173,2000,565,21,1414,21,565,13,573,0,0,85,420,68,14.505119453924914,71.67235494880546,11.604095563139932,26.967326277036356
tec21,856,2075,2000,582,12,1406,12,580,13,579,0,0,62,427,90,10.472972972972974,72.12837837837837,15.202702702702704,28.626506024096386
tec21,857,2320,2000,611,6,1383,6,611,18,599,0,0,70,442,87,11.345218800648297,71.63695299837926,14.100486223662884,26.594827586206897
tec21,858,2074,2000,590,14,1396,14,590,12,592,0,0,52,464,76,8.609271523178808,76.82119205298014,12.582781456953644,29.122468659594986
tec21,859,2170,2000,591,12,1397,12,579,11,580,0,0,67,431,82,11.336717428087987,72.92724196277496,13.874788494077833,27.788018433179722
tec21,860,2310,2000,576,12,1412,12,574,15,571,0,0,50,427,94,8.532423208191126,72.86689419795222,16.040955631399317,25.454545454545453
tec21,861,2069,2000,594,20,1386,20,594,16,598,0,0,62,446,90,10.097719869706841,72.63843648208469,14.65798045602606,29.67617206379894
tec21,862,1834,1500,519,10,971,10,519,20,509,0,0,42,376,91,7.9395085066162565,71.07750472589792,17.20226843100189,28.844056706652125
tec21,863,1920,1500,530,12,958,12,530,22,520,0,0,59,379,82,10.885608856088561,69.92619926199262,15.129151291512915,28.229166666666668
tec21,864,1954,1500,546,12,942,12,546,9,549,0,0,63,395,91,11.29032258064516,70.78853046594982,16.30824372759857,28.556806550665303
tec21,865,2288,2000,545,4,1451,4,545,10,539,0,0,77,384,78,14.025500910746814,69.94535519125684,14.207650273224044,23.994755244755243
tec21,866,2001,2000,459,7,1534,0,459,11,448,0,0,56,320,72,12.200435729847495,69.71677559912854,15.686274509803921,23.288355822088956
tec21,867,1939,1500,419,14,1067,14,418,7,425,0,0,60,302,63,13.88888888888889,69.9074074074074,14.583333333333334,22.331098504383704
tec21,868,1900,1500,482,10,1008,10,482,9,483,0,0,42,364,77,8.536585365853659,73.98373983739837,15.650406504065039,25.894736842105264
tec21,869,1916,1500,503,8,989,8,501,12,497,0,0,70,357,70,13.7524557956778,70.13752455795678,13.7524557956778,26.670146137787054
tec21,870,2044,2000,470,4,1526,4,467,11,460,0,0,56,331,73,11.8895966029724,70.27600849256899,15.498938428874734,23.18982387475538
tec21,871,1925,1500,465,17,1018,17,465,9,473,0,0,49,352,72,10.16597510373444,73.02904564315352,14.937759336099585,25.038961038961038
tec21,872,1765,1500,353,5,1142,5,353,12,346,0,0,53,232,61,14.804469273743019,64.80446927374301,17.039106145251395,20.283286118980172
tec21,873,2199,2000,571,18,1411,8,563,9,562,0,0,47,411,104,8.231173380035026,71.97898423817864,18.21366024518389,26.784902228285585
tec21,874,2472,2000,491,7,1502,7,491,7,491,0,0,46,376,69,9.236947791164658,75.50200803212851,13.855421686746988,20.145631067961165
tec21,875,3388,3000,678,18,2304,18,676,14,680,0,0,43,537,100,6.195965417867435,77.37752161383285,14.409221902017292,20.543093270365997
tec21,876,1118,1000,464,8,528,8,464,20,452,0,0,41,337,74,8.686440677966102,71.39830508474576,15.677966101694915,42.21824686940966
tec21,877,1761,1500,525,14,961,14,525,6,533,0,0,51,409,73,9.461966604823747,75.88126159554731,13.543599257884972,30.607609312890403
tec21,878,1576,1500,489,25,986,25,489,11,503,0,0,55,383,65,10.700389105058365,74.5136186770428,12.645914396887159,32.61421319796954
tec21,879,1635,1500,440,9,1051,9,440,10,439,0,0,38,329,72,8.463251670378618,73.2739420935412,16.035634743875278,27.46177370030581
tec21,880,1458,1000,367,17,616,17,367,8,376,0,0,38,260,78,9.895833333333332,67.70833333333334,20.3125,26.337448559670783
tec21,881,1396,1000,657,57,286,57,657,26,688,0,0,97,493,98,13.585434173669467,69.04761904761905,13.725490196078432,51.146131805157594
tec21,882,1883,1500,491,9,1000,9,490,21,478,0,0,53,352,73,10.62124248496994,70.54108216432866,14.629258517034069,26.55337227827934
tec21,883,2074,2000,514,10,1476,9,514,7,516,0,0,67,363,86,12.810707456978967,69.40726577437859,16.44359464627151,25.265188042430086
tec21,884,1970,1500,492,15,993,15,492,13,494,0,0,77,338,79,15.187376725838265,66.66666666666666,15.581854043392504,25.736040609137056
tec21,885,1879,1500,439,33,1028,33,438,6,465,0,0,58,340,67,12.314225053078557,72.1868365180467,14.225053078556263,25.11974454497073
tec21,886,2077,2000,593,6,1401,6,593,12,587,0,0,69,411,107,11.519198664440735,68.61435726210351,17.863105175292155,28.83967260471834
tec21,887,2335,2000,545,5,1450,5,544,14,535,0,0,54,378,103,9.836065573770492,68.85245901639344,18.761384335154826,23.554603854389722
tec21,888,1782,1500,503,17,980,17,503,15,505,0,0,74,355,76,14.23076923076923,68.26923076923077,14.615384615384617,29.180695847362514
tec21,889,1792,1500,547,9,944,9,547,19,537,0,0,81,367,89,14.568345323741008,66.00719424460432,16.007194244604317,31.026785714285715
tec21,890,1678,1500,501,5,994,5,501,8,498,0,0,62,345,91,12.25296442687747,68.18181818181817,17.984189723320156,30.154946364719905
tec21,891,2212,2000,556,6,1438,6,556,6,556,0,0,74,357,125,13.167259786476867,63.52313167259786,22.24199288256228,25.406871609403254
tec21,892,1243,1000,743,34,223,25,741,32,734,0,0,99,501,134,12.924281984334204,65.40469973890339,17.4934725848564,62.51005631536605
tec21,893,190,500,0,189,311,189,0,5,184,0,0,17,148,19,8.994708994708994,78.3068783068783,10.052910052910052,99.47368421052632
tec21,894,2686,3000,2684,0,316,0,2684,0,2684,0,0,62,2542,80,2.309985096870343,94.70938897168405,2.9806259314456036,99.92553983618764
tec21,2343,76,200,63,13,124,13,63,1,75,0,0,8,64,3,10.526315789473683,84.21052631578947,3.9473684210526314,100.0
tec21,2345,178,250,96,1,153,1,96,4,93,0,0,0,88,5,0.0,90.72164948453609,5.154639175257731,54.49438202247191
tec21,2370,1271,1500,837,5,658,5,837,13,829,0,0,39,719,71,4.631828978622328,85.39192399049881,8.432304038004752,66.24704956726987
tec21,2371,148,150,110,0,40,0,110,1,109,0,0,7,93,9,6.363636363636363,84.54545454545455,8.181818181818182,74.32432432432432
tec21,2372,204,250,145,3,102,3,145,3,145,0,0,5,129,11,3.3783783783783785,87.16216216216216,7.4324324324324325,72.54901960784314
tec22,330,2137,1500,549,8,943,8,549,19,538,0,0,118,290,130,21.18491921005386,52.06463195691203,23.339317773788153,26.064576509124944
tec22,331,1048,1000,308,5,687,5,308,6,307,0,0,84,163,60,26.837060702875398,52.07667731629393,19.169329073482427,29.866412213740457
tec22,332,2127,1500,613,4,883,4,612,17,599,0,0,149,313,137,24.18831168831169,50.81168831168831,22.24025974025974,29.007992477668076
tec22,333,2246,2000,537,6,1457,6,536,9,533,0,0,68,371,94,12.546125461254611,68.45018450184503,17.343173431734318,24.176313446126446
tec22,334,2907,2500,1259,9,1229,9,1254,50,1213,3,0,144,878,191,11.401425178147269,69.51702296120348,15.122723673792557,43.618851049191605
tec22,335,1182,1000,361,5,634,5,361,14,352,0,0,98,186,68,26.775956284153008,50.81967213114754,18.579234972677597,30.96446700507614
tec22,336,1882,1500,533,5,962,5,532,15,522,0,0,115,320,87,21.415270018621975,59.5903165735568,16.201117318435752,28.586609989373006
tec22,337,1813,1500,376,11,1114,11,373,10,374,3,4,90,216,68,23.4375,56.25,17.708333333333336,21.345835631549917
tec22,338,1568,1500,415,11,1074,11,415,18,408,0,0,79,239,90,18.544600938967136,56.10328638497653,21.12676056338028,27.168367346938776
tec22,339,1600,1500,342,1,1157,1,342,21,322,0,0,72,170,80,20.99125364431487,49.56268221574344,23.323615160349853,21.4375
tec22,340,1552,1500,455,14,1031,14,455,15,454,0,0,138,219,97,29.42430703624733,46.695095948827294,20.68230277185501,30.21907216494845
tec22,341,1866,1500,452,12,1036,12,441,2,451,0,0,115,243,93,25.386313465783665,53.64238410596026,20.52980132450331,24.866023579849948
tec22,342,1892,1500,529,15,956,15,526,17,524,0,0,123,309,92,22.73567467652495,57.116451016635864,17.005545286506468,28.752642706131077
tec22,343,3537,4000,3523,0,477,0,3523,0,3523,0,0,23,3451,49,0.6528526823729776,97.95628725518024,1.3908600624467784,99.60418433700876
tec22,344,2015,1500,564,16,920,16,563,18,561,0,0,154,339,68,26.59758203799655,58.549222797927456,11.744386873920552,28.78411910669975
tec22,345,1783,1500,653,15,832,15,651,14,652,0,0,186,342,124,27.927927927927925,51.35135135135135,18.61861861861862,37.4649467190129
tec22,346,1704,1500,496,12,992,12,496,17,491,0,0,133,271,87,26.181102362204722,53.34645669291339,17.125984251968504,29.812206572769952
tec22,347,2225,2000,713,19,1268,19,707,22,704,0,0,191,380,133,26.30853994490358,52.34159779614325,18.319559228650135,32.89887640449438
tec22,348,2066,1500,622,22,856,22,619,19,622,0,0,132,346,144,20.59282371294852,53.97815912636506,22.46489859594384,31.17134559535334
tec22,349,1603,1500,588,15,897,15,587,24,578,0,0,208,269,101,34.55149501661129,44.6843853820598,16.77740863787375,37.61696818465378
tec22,350,2278,2000,756,10,1234,10,753,29,734,0,0,180,421,133,23.591087811271297,55.17693315858454,17.431192660550458,33.62598770851624
tec22,351,1614,1500,440,9,1051,9,438,13,434,0,0,109,255,70,24.384787472035793,57.04697986577181,15.659955257270694,27.81908302354399
tec22,352,1607,1500,472,15,1013,15,472,15,472,0,0,124,275,73,25.46201232032854,56.46817248459959,14.989733059548255,30.30491599253267
tec22,353,1457,1000,416,5,579,5,415,19,401,0,0,85,238,78,20.238095238095237,56.666666666666664,18.571428571428573,28.894989704873026
tec22,354,1815,1500,471,5,1024,5,468,12,461,0,0,116,247,98,24.52431289640592,52.21987315010571,20.718816067653275,26.225895316804408
tec22,355,1452,1000,446,13,541,13,444,14,443,0,0,120,229,94,26.258205689277897,50.10940919037199,20.568927789934357,31.611570247933884
tec22,356,1870,1500,570,2,928,2,567,10,559,0,0,152,290,117,26.713532513181022,50.96660808435852,20.56239015817223,30.58823529411765
tec22,357,1834,1500,506,20,974,20,502,12,510,0,0,133,287,90,25.478927203065133,54.98084291187739,17.24137931034483,28.680479825517995
tec22,358,1667,1500,539,76,885,76,537,18,595,0,0,161,367,67,26.26427406199021,59.8694942903752,10.929853181076671,36.89262147570486
tec22,359,1579,1500,486,101,913,101,482,11,572,0,0,79,454,39,13.550600343053173,77.87307032590051,6.689536878216123,37.175427485750475
tec22,360,1137,1000,375,4,621,4,374,10,368,0,0,94,197,77,24.867724867724867,52.116402116402114,20.37037037037037,33.33333333333333
tec22,361,1794,1500,585,25,890,25,585,18,592,0,0,142,365,85,23.278688524590162,59.83606557377049,13.934426229508196,34.002229654403564
tec22,362,1849,1500,590,11,899,11,587,18,580,0,0,132,324,124,22.073578595317723,54.18060200668896,20.735785953177256,32.5040562466198
tec22,363,1672,1500,517,8,975,8,517,12,513,0,0,149,264,100,28.38095238095238,50.28571428571429,19.047619047619047,31.399521531100476
tec22,364,1863,1500,619,16,865,16,618,19,615,0,0,163,335,117,25.709779179810727,52.83911671924291,18.454258675078865,34.084809447128286
tec22,365,1760,1500,473,14,1013,14,473,11,476,0,0,148,245,83,30.390143737166326,50.308008213552355,17.04312114989733,27.670454545454547
tec22,366,1179,1000,385,3,612,3,383,5,381,0,0,99,224,58,25.647668393782386,58.03108808290155,15.025906735751295,32.90924512298558
tec22,367,1372,1000,439,12,549,12,439,13,438,0,0,123,235,80,27.27272727272727,52.106430155210646,17.738359201773836,32.87172011661808
tec22,368,2130,1500,515,11,974,11,515,10,516,0,0,159,249,108,30.228136882129274,47.338403041825096,20.53231939163498,24.694835680751172
tec22,369,1875,1500,562,5,933,5,515,12,508,0,0,79,344,85,15.192307692307692,66.15384615384615,16.346153846153847,30.240000000000002
